id,text,anger,disgust,fear,joy,sadness,surprise,emotions,tokens,stemmed_tokens
hau_train_track_a_00168,allah ka kawomana qarshen wannan bala'in😭😭😭😢😢😢,0,0,1,0,1,0,"('fear', 'sadness')","['allah', 'kawomana', 'qarshen', ""bala'in😭😭😭😢😢😢""]","['allah', 'kawomana', 'qarshen', ""bala'in""]"
hau_train_track_a_00169,amma kuma mai lalata tarbiya da watsa ingancin macen aure ne!!👌,0,1,0,0,1,0,"('disgust', 'sadness')","['lalata', 'tarbiya', 'watsa', 'ingancin', 'macen', 'aure', '!', '!', '👌']","['lalata', 'tarbiya', 'watsa', 'ingancin', 'macen', 'aur', '!', '!']"
hau_train_track_a_00170,"magidanci ya zargi matarsa da maita, yace zata kashe shi",0,0,0,0,0,0,(),"['magidanci', 'zargi', 'matarsa', 'maita', ',', 'yace', 'zata', 'kashe']","['magid', 'zargi', 'matarsa', 'maita', 'yace', 'zata', 'kash']"
hau_train_track_a_00171,matashi ya mutu lokacin da yake lalata da budurwa a otal,0,1,0,0,0,0,"('disgust',)","['matashi', 'mutu', 'lalata', 'budurwa', 'otal']","['matashi', 'mutu', 'lalata', 'budurwa', 'otal']"
hau_train_track_a_00172,"""mun rantse ba zamu rabu ba"" budurwa ta kaiwa saurayinta da ya haukace abinci, bidiyo ya kayatar",0,0,0,0,0,1,"('surprise',)","['``', 'mun', 'rantse', 'zamu', 'rabu', ""''"", 'budurwa', 'kaiwa', 'saurayinta', 'haukace', 'abinci', ',', 'bidiyo', 'kayatar']","['mun', 'rants', 'zamu', 'rabu', ""''"", 'budurwa', 'kaiwa', 'saurayinta', 'haukac', 'abinci', 'bidiyo', 'kayatar']"
hau_train_track_a_00173,tana kwance dankwalinta sai ga wasu ɓula ɓulan kwarkwata suna ta yawo a tsakar kan,0,1,0,0,0,0,"('disgust',)","['kwance', 'dankwalinta', 'wasu', 'ɓula', 'ɓulan', 'kwarkwata', 'suna', 'yawo', 'tsakar', 'kan']","['kwanc', 'dankwalinta', 'wasu', 'ɓula', 'ɓulan', 'kwarkwata', 'suna', 'yawo', 'tsakar', 'kan']"
hau_train_track_a_00174,wannan ba sabgar ki bace tsohuwa dan haka keep ur m*ther f**king mouth🤫,1,0,0,0,0,0,"('anger',)","['sabgar', 'ki', 'bace', 'tsohuwa', 'dan', 'haka', 'keep', 'ur', 'm', '*', 'ther', 'f', '*', '*', 'king', 'mouth🤫']","['sabgar', 'ki', 'bace', 'tsohuwa', 'dan', 'haka', 'keep', 'ur', 'm', '*', 'ther', 'f', '*', '*', 'king', 'mouth']"
hau_train_track_a_00175,aikin banza a banza wawayen mutane yan majalisar kasata wallahì aikin soja guda yafi na duk taronku mi kuke barkatawa talaka a nigeriar kashi cikin dari naku bakuda amfani ga talakawanku wawaye kawai allah shi sakawa talakawa akanku,1,0,0,0,1,0,"('anger', 'sadness')","['aikin', 'banza', 'banza', 'wawayen', 'mutane', 'yan', 'majalisar', 'kasata', 'wallahì', 'aikin', 'soja', 'guda', 'yafi', 'duk', 'taronku', 'mi', 'kuke', 'barkatawa', 'talaka', 'nigeriar', 'kashi', 'dari', 'naku', 'bakuda', 'amfani', 'talakawanku', 'wawaye', 'kawai', 'allah', 'sakawa', 'talakawa', 'akanku']","['aikin', 'banza', 'banza', 'wawayen', 'mutan', 'yan', 'majalisar', 'kasata', 'wallahì', 'aikin', 'soja', 'guda', 'yafi', 'duk', 'taronku', 'mi', 'kuke', 'barkatawa', 'talaka', 'nigeriar', 'kashi', 'dari', 'naku', 'bakuda', 'amfani', 'talakawanku', 'waway', 'kawai', 'allah', 'sakawa', 'talakawa', 'akanku']"
hau_train_track_a_00176,"""godiya ta tabbata ga tinubu"": tsohon igp ya bayyana yadda tinubu ya masa wata babban alfarma",0,0,0,1,0,0,"('joy',)","['``', 'godiya', 'tabbata', 'tinubu', ""''"", ':', 'tsohon', 'igp', 'bayyana', 'yadda', 'tinubu', 'masa', 'babban', 'alfarma']","['godiya', 'tabbata', 'tinubu', ""''"", ':', 'tsohon', 'igp', 'bayyana', 'yadda', 'tinubu', 'masa', 'babban', 'alfarma']"
hau_train_track_a_00177,"amma gaskiyaaa🤔 binciken ya fara xama hauka, kawai sai ta kwanta xuma su ringa harbinta da ke ta xama irinku. mtsewww",1,0,0,0,0,0,"('anger',)","['gaskiyaaa🤔', 'binciken', 'fara', 'xama', 'hauka', ',', 'kawai', 'kwanta', 'xuma', 'ringa', 'harbinta', 'ke', 'xama', 'irinku', '.', 'mtsewww']","['gaskiyaaa', 'binciken', 'fara', 'xama', 'hauka', 'kawai', 'kwanta', 'xuma', 'ringa', 'harbinta', 'ke', 'xama', 'irinku', '.', 'mtsewww']"
hau_train_track_a_00178,ashe dai an kusa a daura auren da gaske,0,0,0,0,0,1,"('surprise',)","['ashe', 'dai', 'an', 'kusa', 'daura', 'auren', 'gaske']","['ash', 'dai', 'an', 'kusa', 'daura', 'auren', 'gask']"
hau_train_track_a_00179,"boko haram sun kashe wani ango, sun yi amfani da wayarsa wajen sanar cewa ""ni dan wuta ne""",1,0,1,0,1,0,"('anger', 'fear', 'sadness')","['boko', 'haram', 'kashe', 'ango', ',', 'amfani', 'wayarsa', 'wajen', 'sanar', 'cewa', '``', 'dan', 'wuta', ""''""]","['boko', 'haram', 'kash', 'ango', 'amfani', 'wayarsa', 'wajen', 'sanar', 'cewa', 'dan', 'wuta', ""''""]"
hau_train_track_a_00180,abun haushi saboda pizza da shawarma sai a wuni ana yawo dake a mota kamar ragon layya da sunan chilling️ ba dai aji,1,0,0,0,0,0,"('anger',)","['abun', 'haushi', 'saboda', 'pizza', 'shawarma', 'wuni', 'ana', 'yawo', 'dake', 'mota', 'kamar', 'ragon', 'layya', 'sunan', 'chilling️', 'dai', 'aji']","['abun', 'haushi', 'saboda', 'pizza', 'shawarma', 'wuni', 'ana', 'yawo', 'dake', 'mota', 'kamar', 'ragon', 'layya', 'sunan', 'chill', 'dai', 'aji']"
hau_train_track_a_00181,subhanallah! wai iyayen nashine basuda imani😳 kaji hege.,1,0,0,0,1,1,"('anger', 'sadness', 'surprise')","['subhanallah', '!', 'wai', 'iyayen', 'nashine', 'basuda', 'imani😳', 'kaji', 'hege', '.']","['subhanallah', '!', 'wai', 'iyayen', 'nashin', 'basuda', 'imani', 'kaji', 'hege', '.']"
hau_train_track_a_00182,"22,40,allah ya yi wa sarkin nufawan benin rasuwa",0,0,0,0,1,0,"('sadness',)","['22,40', ',', 'allah', 'wa', 'sarkin', 'nufawan', 'benin', 'rasuwa']","['allah', 'wa', 'sarkin', 'nufawan', 'benin', 'rasuwa']"
hau_train_track_a_00183,an kashe almajiri an kwakule idonsa a jigawa,0,0,0,0,1,0,"('sadness',)","['an', 'kashe', 'almajiri', 'an', 'kwakule', 'idonsa', 'jigawa']","['an', 'kash', 'almajiri', 'an', 'kwakul', 'idonsa', 'jigawa']"
hau_train_track_a_00184,"agaskiya mu yan nigeria ana matukar raina mana hankali... ai koh kirge ake koya mana da wannan kare-karen yawan masu corona a nigeria, ai yaci ace kowa ya mallaki kwalin degree a lisaafin na kirge...😣😡",1,0,0,0,1,0,"('anger', 'sadness')","['agaskiya', 'mu', 'yan', 'nigeria', 'ana', 'matukar', 'raina', 'mana', 'hankali', '...', 'ai', 'koh', 'kirge', 'ake', 'koya', 'mana', 'kare-karen', 'yawan', 'masu', 'corona', 'nigeria', ',', 'ai', 'yaci', 'ace', 'kowa', 'mallaki', 'kwalin', 'degree', 'lisaafin', 'kirge', '...', '😣😡']","['agaskiya', 'mu', 'yan', 'nigeria', 'ana', 'matukar', 'raina', 'mana', 'hankali', '...', 'ai', 'koh', 'kirg', 'ake', 'koya', 'mana', 'kare-karen', 'yawan', 'masu', 'corona', 'nigeria', 'ai', 'yaci', 'ace', 'kowa', 'mallaki', 'kwalin', 'degre', 'lisaafin', 'kirg', '...']"
hau_train_track_a_00185,inda ake son ki daban inda kike so daban 🤔,0,0,0,0,0,1,"('surprise',)","['inda', 'ake', 'son', 'ki', 'daban', 'inda', 'kike', 'so', 'daban', '🤔']","['inda', 'ake', 'son', 'ki', 'daban', 'inda', 'kike', 'so', 'daban']"
hau_train_track_a_00186,"shukakken bam ya tashi da motar sojoji, yayi sanadiyar mutuwar hafsan soja, abdullahi alhassan",0,0,1,0,1,0,"('fear', 'sadness')","['shukakken', 'bam', 'tashi', 'motar', 'sojoji', ',', 'yayi', 'sanadiyar', 'mutuwar', 'hafsan', 'soja', ',', 'abdullahi', 'alhassan']","['shukakken', 'bam', 'tashi', 'motar', 'sojoji', 'yayi', 'sanadiyar', 'mutuwar', 'hafsan', 'soja', 'abdullahi', 'alhassan']"
hau_train_track_a_00187,kutumar uba! sai ka ce gwanja 😅,0,0,0,0,0,0,(),"['kutumar', 'uba', '!', 'gwanja', '😅']","['kutumar', 'uba', '!', 'gwanja']"
hau_train_track_a_00188,halin taskun da musulmin rohingya ke ciki a bangladesh,0,0,0,0,1,0,"('sadness',)","['halin', 'taskun', 'musulmin', 'rohingya', 'ke', 'ciki', 'bangladesh']","['halin', 'taskun', 'musulmin', 'rohingya', 'ke', 'ciki', 'bangladesh']"
hau_train_track_a_00189,uhmm lallaima wannan aikin haka 😍😍😍,0,0,0,0,0,1,"('surprise',)","['uhmm', 'lallaima', 'aikin', 'haka', '😍😍😍']","['uhmm', 'lallaima', 'aikin', 'haka']"
hau_train_track_a_00190,dan allah ku daina kawo mana irin wadannan labarun haushin shi buharin duk kashe kashe da ake yi a arewa yataba yin wata maganar,1,0,0,0,1,0,"('anger', 'sadness')","['dan', 'allah', 'ku', 'daina', 'kawo', 'mana', 'irin', 'wadannan', 'labarun', 'haushin', 'buharin', 'duk', 'kashe', 'kashe', 'ake', 'arewa', 'yataba', 'yin', 'maganar']","['dan', 'allah', 'ku', 'daina', 'kawo', 'mana', 'irin', 'wadannan', 'labarun', 'haushin', 'buharin', 'duk', 'kash', 'kash', 'ake', 'arewa', 'yataba', 'yin', 'maganar']"
hau_train_track_a_00191,"fg ta yi alkawarin kakaba yaren china a tsangayoyin jami'o'in najeriya, ta bayyana alfanun hakan",0,0,0,1,0,0,"('joy',)","['fg', 'alkawarin', 'kakaba', 'yaren', 'china', 'tsangayoyin', 'jami', ""'"", ""o'in"", 'najeriya', ',', 'bayyana', 'alfanun', 'hakan']","['fg', 'alkawarin', 'kakaba', 'yaren', 'china', 'tsangayoyin', 'jami', ""'"", ""o'in"", 'najeriya', 'bayyana', 'alfanun', 'hakan']"
hau_train_track_a_00192,allah mai iko: wani kirista da yake zuwa masallacin juma'a yana shiryawa masallata takalmansu sannan yayi musu gadi,0,0,0,0,0,1,"('surprise',)","['allah', 'iko', ':', 'kirista', 'zuwa', 'masallacin', 'juma', ""'"", 'shiryawa', 'masallata', 'takalmansu', 'sannan', 'yayi', 'musu', 'gadi']","['allah', 'iko', ':', 'kirista', 'zuwa', 'masallacin', 'juma', ""'"", 'shiryawa', 'masallata', 'takalmansu', 'sannan', 'yayi', 'musu', 'gadi']"
hau_train_track_a_00193,babbar sallah: farashin tikitin jirgin sama ya ƙaru musamman zuwa jihohin arewa,0,0,0,0,0,0,(),"['babbar', 'sallah', ':', 'farashin', 'tikitin', 'jirgin', 'sama', 'ƙaru', 'musamman', 'zuwa', 'jihohin', 'arewa']","['babbar', 'sallah', ':', 'farashin', 'tikitin', 'jirgin', 'sama', 'ƙaru', 'musamman', 'zuwa', 'jihohin', 'arewa']"
hau_train_track_a_00194,shugaba buhari na taya china murnanr cika shekaru 69 da zama gurguzu,0,0,0,1,0,0,"('joy',)","['shugaba', 'buhari', 'taya', 'china', 'murnanr', 'cika', 'shekaru', '69', 'zama', 'gurguzu']","['shugaba', 'buhari', 'taya', 'china', 'murnanr', 'cika', 'shekaru', 'zama', 'gurguzu']"
hau_train_track_a_00195,kadan daga cikin aikin wannan jaaaaaaaaaa😂😂,1,0,0,0,0,0,"('anger',)","['kadan', 'daga', 'aikin', 'jaaaaaaaaaa😂😂']","['kadan', 'daga', 'aikin', 'jaaaaaaaaaa']"
hau_train_track_a_00196,ina gaiyatarsu ranan daurin aurena 😂,0,0,0,1,0,0,"('joy',)","['gaiyatarsu', 'ranan', 'daurin', 'aurena', '😂']","['gaiyatarsu', 'ranan', 'daurin', 'aurena']"
hau_train_track_a_00197,yaro a zaune dagaje-dagaje da majina a kusa da abinci,0,1,0,0,0,0,"('disgust',)","['yaro', 'zaune', 'dagaje-dagaje', 'majina', 'kusa', 'abinci']","['yaro', 'zaun', 'dagaje-dagaj', 'majina', 'kusa', 'abinci']"
hau_train_track_a_00198,"yar musulma ta samu tallafin fasto, mahaifiyarta ta durkusa a coci domin nuna godiya",0,0,0,1,0,1,"('joy', 'surprise')","['yar', 'musulma', 'samu', 'tallafin', 'fasto', ',', 'mahaifiyarta', 'durkusa', 'coci', 'domin', 'nuna', 'godiya']","['yar', 'musulma', 'samu', 'tallafin', 'fasto', 'mahaifiyarta', 'durkusa', 'coci', 'domin', 'nuna', 'godiya']"
hau_train_track_a_00199,garin yaya ko dama dan neman baya ne,0,0,0,0,0,1,"('surprise',)","['garin', 'yaya', 'dama', 'dan', 'neman', 'baya']","['garin', 'yaya', 'dama', 'dan', 'neman', 'baya']"
hau_train_track_a_00200,daama can wannan bashi da seti 😂,0,0,0,0,0,0,(),"['daama', 'can', 'bashi', 'seti', '😂']","['daama', 'can', 'bashi', 'seti']"
hau_train_track_a_00201,hhhhh nidai dadi naji dama duk su mutu😁😁,0,0,0,1,0,0,"('joy',)","['hhhhh', 'nidai', 'dadi', 'naji', 'dama', 'duk', 'mutu😁😁']","['hhhhh', 'nidai', 'dadi', 'naji', 'dama', 'duk', 'mutu']"
hau_train_track_a_00202,"majalisa ta bukaci tinubu ya dakatar da turo kudaden kananan hukumomi kan dalili 1 tak, ta fusata",1,0,0,0,0,0,"('anger',)","['majalisa', 'bukaci', 'tinubu', 'dakatar', 'turo', 'kudaden', 'kananan', 'hukumomi', 'kan', 'dalili', '1', 'tak', ',', 'fusata']","['majalisa', 'bukaci', 'tinubu', 'dakatar', 'turo', 'kudaden', 'kananan', 'hukumomi', 'kan', 'dalili', 'tak', 'fusata']"
hau_train_track_a_00203,bbc ba duwaiwai😜😜,0,0,0,0,0,0,(),"['bbc', 'duwaiwai😜😜']","['bbc', 'duwaiwai']"
hau_train_track_a_00204,an shiga kotu da wani bawan allah da ake zargi ya kashe matar sa da hannun sa,0,1,0,0,0,0,"('disgust',)","['an', 'shiga', 'kotu', 'bawan', 'allah', 'ake', 'zargi', 'kashe', 'matar', 'sa', 'hannun', 'sa']","['an', 'shiga', 'kotu', 'bawan', 'allah', 'ake', 'zargi', 'kash', 'matar', 'sa', 'hannun', 'sa']"
hau_train_track_a_00205,"kowa anan zai nuna shi he is pure while he isa devil himself wasunku masu zagin anan shahararrun yen iskane wasuma yen luwadi ne wasu kawalai ne kannanku wasu karuwai ne irin shigar dasukeyi ma ya baci sune zuwa party,club amma kunaku ba iskanci sukeba idiots😠😠😠",1,1,0,0,1,0,"('anger', 'disgust', 'sadness')","['kowa', 'anan', 'zai', 'nuna', 'he', 'is', 'pure', 'while', 'he', 'isa', 'devil', 'himself', 'wasunku', 'masu', 'zagin', 'anan', 'shahararrun', 'yen', 'iskane', 'wasuma', 'yen', 'luwadi', 'wasu', 'kawalai', 'kannanku', 'wasu', 'karuwai', 'irin', 'shigar', 'dasukeyi', 'baci', 'sune', 'zuwa', 'party', ',', 'club', 'kunaku', 'iskanci', 'sukeba', 'idiots😠😠😠']","['kowa', 'anan', 'zai', 'nuna', 'he', 'is', 'pure', 'while', 'he', 'isa', 'devil', 'himself', 'wasunku', 'masu', 'zagin', 'anan', 'shahararrun', 'yen', 'iskan', 'wasuma', 'yen', 'luwadi', 'wasu', 'kawalai', 'kannanku', 'wasu', 'karuwai', 'irin', 'shigar', 'dasukeyi', 'baci', 'sune', 'zuwa', 'parti', 'club', 'kunaku', 'iskanc', 'sukeba', 'idiot']"
hau_train_track_a_00206,wata mata tana wanke kaya wanda suka fara tsustsa,0,1,0,0,0,0,"('disgust',)","['mata', 'wanke', 'kaya', 'wanda', 'fara', 'tsustsa']","['mata', 'wank', 'kaya', 'wanda', 'fara', 'tsustsa']"
hau_train_track_a_00207,yan najeriya sun san na yi iyakan kokari na kan tsaro - buhari,0,0,0,0,1,0,"('sadness',)","['yan', 'najeriya', 'san', 'iyakan', 'kokari', 'kan', 'tsaro', '-', 'buhari']","['yan', 'najeriya', 'san', 'iyakan', 'kokari', 'kan', 'tsaro', '-', 'buhari']"
hau_train_track_a_00208,allah shi qara nisantar damu daga wannan muguwa cutar,0,0,1,0,0,0,"('fear',)","['allah', 'qara', 'nisantar', 'damu', 'daga', 'muguwa', 'cutar']","['allah', 'qara', 'nisantar', 'damu', 'daga', 'muguwa', 'cutar']"
hau_train_track_a_00209,🤣🤣 allah karabamu da jahillan shugabanni.,1,0,0,0,1,0,"('anger', 'sadness')","['🤣🤣', 'allah', 'karabamu', 'jahillan', 'shugabanni', '.']","['allah', 'karabamu', 'jahillan', 'shugabanni', '.']"
hau_train_track_a_00210,"ya gama fuffukarsa, tabbas lokaci na zuwa da za'a cire shi daga kujerarsa ta riƙon ƙwarya. in ya yi sa'a a bashi dagacin ganduje, ko ya karba ko kar allah ya sa ya karba, amma ba zai koma hakimi ba.🤣🤣",0,0,0,0,1,0,"('sadness',)","['gama', 'fuffukarsa', ',', 'tabbas', 'lokaci', 'zuwa', ""'"", 'cire', 'daga', 'kujerarsa', 'riƙon', 'ƙwarya', '.', 'sa', ""'"", 'bashi', 'dagacin', 'ganduje', ',', 'karba', 'kar', 'allah', 'sa', 'karba', ',', 'zai', 'koma', 'hakimi', 'ba.🤣🤣']","['gama', 'fuffukarsa', 'tabba', 'lokaci', 'zuwa', ""'"", 'cire', 'daga', 'kujerarsa', 'riƙon', 'ƙwarya', '.', 'sa', ""'"", 'bashi', 'dagacin', 'ganduj', 'karba', 'kar', 'allah', 'sa', 'karba', 'zai', 'koma', 'hakimi', 'ba.']"
hau_train_track_a_00211,ji gemun shege....shege dan gidan abun kwari.😾😾,1,1,0,0,0,0,"('anger', 'disgust')","['gemun', 'shege', '....', 'shege', 'dan', 'gidan', 'abun', 'kwari.😾😾']","['gemun', 'shege', '....', 'shege', 'dan', 'gidan', 'abun', 'kwari.']"
hau_train_track_a_00212,"innalillahi wa’inna ilaihi raji’un. allah ya jikan sa da rahma, allah yasa aljannah firdaus ce makomar sa. ameen yaa rabbal alamein. 💔😭",0,0,0,0,1,0,"('sadness',)","['innalillahi', 'wa', '’', 'inna', 'ilaihi', 'raji', '’', 'un', '.', 'allah', 'jikan', 'sa', 'rahma', ',', 'allah', 'yasa', 'aljannah', 'firdaus', 'makomar', 'sa', '.', 'ameen', 'yaa', 'rabbal', 'alamein', '.', '💔😭']","['innalillahi', 'wa', '’', 'inna', 'ilaihi', 'raji', '’', 'un', '.', 'allah', 'jikan', 'sa', 'rahma', 'allah', 'yasa', 'aljannah', 'firdau', 'makomar', 'sa', '.', 'ameen', 'yaa', 'rabbal', 'alamein', '.']"
hau_train_track_a_00213,naziru sarkin waka ya yiwa ladin cima da fati slow kyautan miliyoyi naira,0,0,0,1,0,0,"('joy',)","['naziru', 'sarkin', 'waka', 'yiwa', 'ladin', 'cima', 'fati', 'slow', 'kyautan', 'miliyoyi', 'naira']","['naziru', 'sarkin', 'waka', 'yiwa', 'ladin', 'cima', 'fati', 'slow', 'kyautan', 'miliyoyi', 'naira']"
hau_train_track_a_00214,zamu bawa duniya mamaki kuma zamuci barcelona daren yau ina fatan duniya ta shaida 😎,0,0,0,1,0,0,"('joy',)","['zamu', 'bawa', 'duniya', 'mamaki', 'zamuci', 'barcelona', 'daren', 'yau', 'fatan', 'duniya', 'shaida', '😎']","['zamu', 'bawa', 'duniya', 'mamaki', 'zamuci', 'barcelona', 'daren', 'yau', 'fatan', 'duniya', 'shaida']"
hau_train_track_a_00215,ae koda an fara dauka ba talaka aciki daga su sai yayan ministoci in sun dawo daga england ko america mu kuma sun kasa biyan malamai albashi saboda ba yayansu a university din nigeria azzalumai,1,0,0,0,1,0,"('anger', 'sadness')","['ae', 'koda', 'an', 'fara', 'dauka', 'talaka', 'aciki', 'daga', 'yayan', 'ministoci', 'dawo', 'daga', 'england', 'america', 'mu', 'kasa', 'biyan', 'malamai', 'albashi', 'saboda', 'yayansu', 'university', 'din', 'nigeria', 'azzalumai']","['ae', 'koda', 'an', 'fara', 'dauka', 'talaka', 'aciki', 'daga', 'yayan', 'ministoci', 'dawo', 'daga', 'england', 'america', 'mu', 'kasa', 'biyan', 'malamai', 'albashi', 'saboda', 'yayansu', 'univers', 'din', 'nigeria', 'azzalumai']"
hau_train_track_a_00216,sunan allah ya bayyana a jikin bishiyar zogale,0,0,0,0,0,1,"('surprise',)","['sunan', 'allah', 'bayyana', 'jikin', 'bishiyar', 'zogale']","['sunan', 'allah', 'bayyana', 'jikin', 'bishiyar', 'zogal']"
hau_train_track_a_00217,anya babu lauje cikin nadi kuwa,0,0,0,0,0,1,"('surprise',)","['anya', 'babu', 'lauje', 'nadi', 'kuwa']","['anya', 'babu', 'lauj', 'nadi', 'kuwa']"
hau_train_track_a_00218,😁 hava bbc wanga ai qazantace ina lefin kunemo haroran jikin close up ai sunfi dadin gani hhh 😅😅,0,1,0,0,0,0,"('disgust',)","['😁', 'hava', 'bbc', 'wanga', 'ai', 'qazantace', 'lefin', 'kunemo', 'haroran', 'jikin', 'close', 'up', 'ai', 'sunfi', 'dadin', 'gani', 'hhh', '😅😅']","['hava', 'bbc', 'wanga', 'ai', 'qazantac', 'lefin', 'kunemo', 'haroran', 'jikin', 'close', 'up', 'ai', 'sunfi', 'dadin', 'gani', 'hhh']"
hau_train_track_a_00219,igp alkali baba yayi umarnin gaggauta bincike da gurfanar da ‘dan sandan da ya halaka lauya,0,0,0,0,1,0,"('sadness',)","['igp', 'alkali', 'baba', 'yayi', 'umarnin', 'gaggauta', 'bincike', 'gurfanar', '‘', 'dan', 'sandan', 'halaka', 'lauya']","['igp', 'alkali', 'baba', 'yayi', 'umarnin', 'gaggauta', 'bincik', 'gurfanar', '‘', 'dan', 'sandan', 'halaka', 'lauya']"
hau_train_track_a_00220,"daga baya kenan* """"""""""""""""""""""""""""""""tusane ya qarewa bodari"""""""""""""""""""""""""""""""" """"""""""""""""""""""""""""""""kuma babu wata shiga da kunun zaqi zaiyi yabawa koko tsoro"""""""""""""""""""""""""""""""" u can't undo what has happened girl cuz u created the chance. emmm sorry bby😟",1,0,0,0,0,0,"('anger',)","['daga', 'baya', 'kenan', '*', '``', ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", 'tusane', 'qarewa', 'bodari', ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", '``', ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", 'babu', 'shiga', 'kunun', 'zaqi', 'zaiyi', 'yabawa', 'koko', 'tsoro', ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", 'u', 'ca', ""n't"", 'undo', 'what', 'has', 'happened', 'girl', 'cuz', 'u', 'created', 'the', 'chance', '.', 'emmm', 'sorry', 'bby😟']","['daga', 'baya', 'kenan', '*', ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", 'tusan', 'qarewa', 'bodari', ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", 'babu', 'shiga', 'kunun', 'zaqi', 'zaiyi', 'yabawa', 'koko', 'tsoro', ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", ""''"", 'u', 'ca', ""n't"", 'undo', 'what', 'ha', 'happen', 'girl', 'cuz', 'u', 'creat', 'the', 'chanc', '.', 'emmm', 'sorri', 'bbi']"
hau_train_track_a_00221,uba ya kashe ɗansa saboda fitsarin kwance,0,1,0,0,1,0,"('disgust', 'sadness')","['uba', 'kashe', 'ɗansa', 'saboda', 'fitsarin', 'kwance']","['uba', 'kash', 'ɗansa', 'saboda', 'fitsarin', 'kwanc']"
hau_train_track_a_00222,nabi haraji da gudu 🤣🤣,1,0,0,0,0,0,"('anger',)","['nabi', 'haraji', 'gudu', '🤣🤣']","['nabi', 'haraji', 'gudu']"
hau_train_track_a_00223,mudai a yankin arewacin najeriya illar da cutar cizon sauro take mana yafi na corona virus 🦠,0,0,0,0,1,0,"('sadness',)","['mudai', 'yankin', 'arewacin', 'najeriya', 'illar', 'cutar', 'cizon', 'sauro', 'mana', 'yafi', 'corona', 'virus', '🦠']","['mudai', 'yankin', 'arewacin', 'najeriya', 'illar', 'cutar', 'cizon', 'sauro', 'mana', 'yafi', 'corona', 'viru']"
hau_train_track_a_00224,wani irin yaki? da makami ko dame 🤔?,0,0,0,0,0,1,"('surprise',)","['irin', 'yaki', '?', 'makami', 'dame', '🤔', '?']","['irin', 'yaki', '?', 'makami', 'dame', '?']"
hau_train_track_a_00225,shegu tsinannu masu ci da addini kaji fa wai masu hana badala a doran kasa karshe su ake kamawa da matan mutane a hotelallah ya wadaran naka ya lalace️️️,1,0,0,0,0,0,"('anger',)","['shegu', 'tsinannu', 'masu', 'ci', 'addini', 'kaji', 'fa', 'wai', 'masu', 'hana', 'badala', 'doran', 'kasa', 'karshe', 'ake', 'kamawa', 'matan', 'mutane', 'hotelallah', 'wadaran', 'naka', 'lalace️️️']","['shegu', 'tsinannu', 'masu', 'ci', 'addini', 'kaji', 'fa', 'wai', 'masu', 'hana', 'badala', 'doran', 'kasa', 'karsh', 'ake', 'kamawa', 'matan', 'mutan', 'hotelallah', 'wadaran', 'naka', 'lalac']"
hau_train_track_a_00226,masu garkuwa da mutane sun sace bajamushe a kano,0,0,1,0,1,0,"('fear', 'sadness')","['masu', 'garkuwa', 'mutane', 'sace', 'bajamushe', 'kano']","['masu', 'garkuwa', 'mutan', 'sace', 'bajamush', 'kano']"
hau_train_track_a_00227,"makaryatan banza da wofi! kudai wlh bakuda kunya, tsiya da talauci ya kare a gindinku 😎",1,0,0,0,0,0,"('anger',)","['makaryatan', 'banza', 'wofi', '!', 'kudai', 'wlh', 'bakuda', 'kunya', ',', 'tsiya', 'talauci', 'kare', 'gindinku', '😎']","['makaryatan', 'banza', 'wofi', '!', 'kudai', 'wlh', 'bakuda', 'kunya', 'tsiya', 'talauci', 'kare', 'gindinku']"
hau_train_track_a_00228,yadda ‘dan majalisar legas ya rasu wajen taron kamfen bola tinubu a garin jos,0,0,0,0,1,0,"('sadness',)","['yadda', '‘', 'dan', 'majalisar', 'legas', 'rasu', 'wajen', 'taron', 'kamfen', 'bola', 'tinubu', 'garin', 'jos']","['yadda', '‘', 'dan', 'majalisar', 'lega', 'rasu', 'wajen', 'taron', 'kamfen', 'bola', 'tinubu', 'garin', 'jo']"
